anime_id,producer_id,producers
10048,551,"Exa International"
10049,551,"Exa International"
10051,20,TBS
10052,20,TBS
10053,249,Sanrio
10054,249,Sanrio
10055,249,Sanrio
10056,249,Sanrio
10057,249,Sanrio
10059,249,Sanrio
10060,249,Sanrio
10070,62,"Yomiuri Telecasting"
10070,888," Shogakukan"
10074,601,"Studio Mirai"
10080,397,"Shanghai Animation Film Studio"
10085,531,Poncotan
10102,546,"Studio Zero"
10103,56,"Shogakukan-Shueisha Productions"
10106,517,Pashmina
10106,1222," Studio 1st"
10107,430,"Mary Jane"
10115,602,comico
10119,33,NHK
10121,264,"CoMix Wave Films"
10122,603,BOOTLEG
10122,1121," AniMan"
10123,264,"CoMix Wave Films"
10125,7,VAP
10125,871," Nippon Television Network"
10125,1505," Opera House"
10126,458,"Opera House"
10127,20,TBS
10127,1290," Milky Cartoon"
10128,1290," Milky Cartoon"
10128,7,VAP
10129,211,"Milky Cartoon"
10130,211,"Milky Cartoon"
10132,211,"Milky Cartoon"
10133,4,"TV Tokyo"
10133,1290," Milky Cartoon"
10134,1290," Milky Cartoon"
10134,1505," Opera House"
10134,33,NHK
10135,33,NHK
10135,1290," Milky Cartoon"
10135,1505," Opera House"
10136,458,"Opera House"
10137,458,"Opera House"
10139,264,"CoMix Wave Films"
10140,245,"TOHO animation"
10141,604,Shirogumi
10143,4,"TV Tokyo"
10143,1020," AT-X"
10143,1060," Magic Capsule"
10143,879," KlockWorx"
10143,1277," DIVE II Entertainment"
10143,1315," Avex Pictures"
10143,1738," BS Japan"
10143,830," Sotsu"
10144,211,"Milky Cartoon"
10145,539,"Mirai Film"
10146,539,"Mirai Film"
10147,539,"Mirai Film"
10148,539,"Mirai Film"
10149,539,"Mirai Film"
10157,4,"TV Tokyo"
10157,830," Sotsu"
10157,875," MediaNet"
10157,831," Pony Canyon"
10157,1020," AT-X"
10157,934," DAX Production"
10157,905," Asmik Ace"
10157,1002," Akita Shoten"
10157,1260," TMS Music"
10158,880," Genco"
10158,845," Starchild Records"
10158,1020," AT-X"
10158,879," KlockWorx"
10158,90,"Frontier Works"
10158,827," Shogakukan-Shueisha Productions"
10159,1020," AT-X"
10159,1060," Magic Capsule"
10159,1082," Bushiroad"
10159,913," Showgate"
10159,1342," Houbunsha"
10159,1279," NBCUniversal Entertainment Japan"
10159,1337," i0+"
10159,1327," Hakuhodo DY Music & Pictures"
10159,1128," RAY"
10159,90,"Frontier Works"
10170,175,AT-X
10170,1267," Grooove"
10170,1327," Hakuhodo DY Music & Pictures"
10170,1292," Kadokawa"
10171,57,"Pink Pineapple"
10172,57,"Pink Pineapple"
10173,57,"Pink Pineapple"
10181,71,Shochiku
10181,1119," flying DOG"
10182,1119," flying DOG"
10182,71,Shochiku
10183,71,Shochiku
10183,1119," flying DOG"
10184,1291," Shizuoka Broadcasting System"
10184,45,"Avex Entertainment"
10186,33,NHK
10189,25,"Starchild Records"
10191,15,Aniplex
10192,79,"Nippon Television Network"
10193,33,NHK
10195,79,"Nippon Television Network"
10196,550,"ZIZ Entertainment (ZIZ)"
10198,27,Sotsu
10198,1506," Tokuma Japan Communications"
10198,1584," Daiichi Shokai"
10198,913," Showgate"
10199,500,MAGES.
10200,33,NHK
10205,605,"Media Castle"
10206,606,"AIR AGENCY"
10206,1292," Kadokawa"
10206,1507," Shizuoka Asahi Television"
10208,515,"Kinoshita Group Holdings"
10211,593,Yaoqi
10213,33,NHK
10215,71,Shochiku
10217,73,Dentsu
10218,529,"Otogi Production"
10227,456,"Beijing Enlight Pictures"
10228,488,"Queen Bee"
10230,73,Dentsu
10231,73,Dentsu
10234,73,Dentsu
10234,1293," Dentsu Eigasha Tokyo"
10235,73,Dentsu
10237,529,"Otogi Production"
10238,255,Gakken
10239,255,Gakken
10240,357,"Gakken Eigakyoku"
10241,255,Gakken
10242,357,"Gakken Eigakyoku"
10250,520,"Geidai Animation"
10262,33,NHK
10263,33,NHK
10264,33,NHK
10268,90,"Frontier Works"
10269,92,"Square Enix"
10269,1508," Project No.9"
10269,1060," Magic Capsule"
10270,824," Nihon Ad Systems"
10270,45,"Avex Entertainment"
10270,915," Movic"
10270,879," KlockWorx"
10270,1277," DIVE II Entertainment"
10282,539,"Mirai Film"
10286,327,"The National Film Center Japan"
10287,602,comico
10288,21,Lantis
10288,1294," comico"
10289,960," Half H.P Studio"
10289,15,Aniplex
10289,1294," comico"
10289,1003," Hakuhodo DY Media Partners"
10289,1521," Lawson"
10289,1701," C & I entertainment"
10289,1260," TMS Music"
10290,1310," Sony Music Communications"
10290,1294," comico"
10290,1506," Tokuma Japan Communications"
10290,1663," Nelke Planning"
10290,934," DAX Production"
10290,32,"Nihon Ad Systems"
10291,327,"The National Film Center Japan"
10292,327,"The National Film Center Japan"
10299,4,"TV Tokyo"
10299,875," MediaNet"
10299,1033," Sanrio"
10299,830," Sotsu"
10301,188,"Tezuka Productions"
10302,73,Dentsu
10302,1082," Bushiroad"
10304,327,"The National Film Center Japan"
10314,45,"Avex Entertainment"
10320,249,Sanrio
10322,3,"Victor Entertainment"
10322,825," Fuji TV"
10322,847," Pioneer LDC"
10324,33,NHK
10326,33,NHK
10327,33,NHK
10328,33,NHK
10329,33,NHK
10330,33,NHK
10332,20,TBS
10334,33,NHK
10335,33,NHK
10336,33,NHK
10337,33,NHK
10339,135,"Robot Communications"
10341,607,"Studio Binzo"
10342,27,Sotsu
10342,1149," TOHO animation"
10343,607,"Studio Binzo"
10344,607,"Studio Binzo"
10345,607,"Studio Binzo"
10351,608,Orange
10356,122,"DAX Production"
10356,826," Studio Jack"
10357,33,NHK
10358,33,NHK
10359,33,NHK
10360,33,NHK
10361,33,NHK
10362,33,NHK
10363,14,"Bandai Visual"
10363,1096," Tsuburaya Productions"
10364,1133," Warner Bros. Japan"
10364,879," KlockWorx"
10364,913," Showgate"
10364,136,Hakusensha
10365,249,Sanrio
10366,249,Sanrio
10367,122,"DAX Production"
10367,1192," Dream Creation"
10368,57,"Pink Pineapple"
10369,33,NHK
10370,62,"Yomiuri Telecasting"
10371,133,"Milky Animation Label"
10374,21,Lantis
10375,75,WOWOW
10376,122,"DAX Production"
10380,226,"Yumeta Company"
10388,383,Nintendo
10389,609,"B.CMAY PICTURES"
10389,1127," Alpha Group Co. Ltd."
10390,8,"Fuji TV"
10393,8,"Fuji TV"
10394,33,NHK
10395,8,"Fuji TV"
10396,33,NHK
10397,33,NHK
10398,33,NHK
10399,597,"Tencent Animation & Comics"
10400,33,NHK
10401,25,"Starchild Records"
10402,33,NHK
10403,141,"Kids Station"
10407,21,Lantis
10407,934," DAX Production"
10411,122,"DAX Production"
10412,33,NHK
10413,33,NHK
10414,33,NHK
10415,33,NHK
10417,20,TBS
10417,934," DAX Production"
10417,962," chara-ani.com"
10417,1310," Sony Music Communications"
10417,848," King Records"
10417,1600," NichiNare"
10419,33,NHK
10420,33,NHK
10421,33,NHK
10427,188,"Tezuka Productions"
10428,84,"Half H.P Studio"
10431,4,"TV Tokyo"
10431,830," Sotsu"
10434,191,"Mushi Production"
10436,5,Genco
10436,915," Movic"
10436,1133," Warner Bros. Japan"
10436,879," KlockWorx"
10436,913," Showgate"
10436,838," Kodansha"
10439,304,"Suzuki Mirano"
10441,14,"Bandai Visual"
10444,122,"DAX Production"
10445,158,Imagine
10446,167,KlockWorx
10446,852," Happinet Pictures"
10447,249,Sanrio
10448,249,Sanrio
10451,488,"Queen Bee"
10452,4,"TV Tokyo"
10452,822," Bandai Visual"
10452,850," Lantis"
10452,859," Asatsu DK"
10452,1459," Banpresto"
10452,1137," Good Smile Company"
10452,864," Shueisha"
10452,1546," JR East Marketing & Communications"
10454,27,Sotsu
10454,831," Pony Canyon"
10455,249,Sanrio
10457,535,NAZ
10459,4,"TV Tokyo"
10459,830," Sotsu"
10459,850," Lantis"
10459,831," Pony Canyon"
10459,918," Square Enix"
10460,870," Media Factory"
10460,90,"Frontier Works"
10460,1020," AT-X"
10460,1119," flying DOG"
10460,1327," Hakuhodo DY Music & Pictures"
10460,1595," Animatic"
10460,1437," SB Creative"
10461,79,"Nippon Television Network"
10462,5,Genco
10463,8,"Fuji TV"
10464,5,Genco
10464,930," Studio Hibari"
10464,1149," TOHO animation"
10465,317,"flying DOG"
10465,1295," Dynamo Pictures"
10466,14,"Bandai Visual"
10467,122,"DAX Production"
10469,13,Movic
10469,879," KlockWorx"
10469,911," ASCII Media Works"
10469,1327," Hakuhodo DY Music & Pictures"
10469,1133," Warner Bros. Japan"
10470,316,"Cyclone Graphics"
10485,79,"Nippon Television Network"
10487,15,Aniplex
10487,960," Half H.P Studio"
10487,976," Nippon Columbia"
10487,1095," Bandai Namco Games"
10487,1502," Anime Consortium Japan"
10488,15,Aniplex
10488,960," Half H.P Studio"
10489,15,Aniplex
10491,86,Showgate
10491,1279," NBCUniversal Entertainment Japan"
10494,188,"Tezuka Productions"
10495,22,"Kadokawa Shoten"
10495,976," Nippon Columbia"
10497,22,"Kadokawa Shoten"
10499,136,Hakusensha
10499,1296," Age Global Networks"
10500,561,"NBCUniversal Entertainment Japan"
10501,30,"Pony Canyon"
10505,610,C2C
10506,15,Aniplex
10506,860," Mainichi Broadcasting System"
10507,1060," Magic Capsule"
10507,25,"Starchild Records"
10508,5,Genco
10509,33,NHK
10510,300,Koei
10516,33,NHK
10523,33,NHK
10527,4,"TV Tokyo"
10528,27,Sotsu
10528,1297," Kate Arrow"
10529,597,"Tencent Animation & Comics"
10530,4,"TV Tokyo"
10530,1149," TOHO animation"
10530,1002," Akita Shoten"
10530,875," MediaNet"
10531,909," Asahi Broadcasting"
10531,71,Shochiku
10531,1509," I Will"
10532,611,"Shizuoka Broadcasting System"
10534,4,"TV Tokyo"
10534,1285," Tatsunoko Production"
10534,1020," AT-X"
10534,844," Toho"
10534,1212," Ultra Super Pictures"
10534,1277," DIVE II Entertainment"
10534,1137," Good Smile Company"
10534,1315," Avex Pictures"
10534,1331," Lawson HMV Entertainment"
10534,1803," Hiroshi Planning"
10550,45,"Avex Entertainment"
10552,406,"Shinano Kikaku"
10557,311,"MS Pictures"
10561,517,Pashmina
10564,249,Sanrio
10570,90,"Frontier Works"
10570,834," Kadokawa Shoten"
10570,915," Movic"
10570,870," Media Factory"
10571,1020," AT-X"
10571,22,"Kadokawa Shoten"
10571,1275," MAGES."
10571,1206," Glovision"
10571,1456," 5pb."
10572,122,"DAX Production"
10574,73,Dentsu
10574,858," Shochiku"
10574,838," Kodansha"
10574,1259," Ai Addiction"
10574,1315," Avex Pictures"
10574,1702," A-Sketch"
10577,612,"Alpha Group Co. Ltd."
10578,140,Directions
10585,15,Aniplex
10585,915," Movic"
10585,934," DAX Production"
10585,1119," flying DOG"
10585,1339," Bandai Namco Entertainment"
10585,909," Asahi Broadcasting"
10585,874," Animax"
10586,447,Maikaze
10587,25,"Starchild Records"
10587,860," Mainichi Broadcasting System"
10588,110,Bandai
10590,122,"DAX Production"
10590,1194," Earth Star Entertainment"
10592,14,"Bandai Visual"
10594,11,"Group TAC"
10595,488,"Queen Bee"
10596,8,"Fuji TV"
10596,844," Toho"
10596,1383," Twin Engine"
10597,122,"DAX Production"
10597,1192," Dream Creation"
10599,62,"Yomiuri Telecasting"
10600,430,"Mary Jane"
10610,21,Lantis
10610,1279," NBCUniversal Entertainment Japan"
10610,1327," Hakuhodo DY Music & Pictures"
10610,1340," Ichijinsha"
10610,1099," Bandai Channel"
10610,934," DAX Production"
10611,930," Studio Hibari"
10611,73,Dentsu
10611,825," Fuji TV"
10611,934," DAX Production"
10611,1315," Avex Pictures"
10611,864," Shueisha"
10611,1131," Kansai Telecasting"
10612,57,"Pink Pineapple"
10622,5,Genco
10622,831," Pony Canyon"
10623,4,"TV Tokyo"
10624,48,"Yomiko Advertising"
10624,825," Fuji TV"
10626,506,Toranoana
10628,495,"Earth Star Entertainment"
10628,1298," Assez Finaud Fabric"
10630,898," Bandai"
10630,14,"Bandai Visual"
10630,1339," Bandai Namco Entertainment"
10630,1003," Hakuhodo DY Media Partners"
10632,879," KlockWorx"
10632,1593," Trigger"
10632,1277," DIVE II Entertainment"
10632,1137," Good Smile Company"
10632,1315," Avex Pictures"
10632,1369," DeNA"
10632,1340," Ichijinsha"
10632,1020," AT-X"
10632,32,"Nihon Ad Systems"
10634,15,Aniplex
10634,825," Fuji TV"
10634,1164," Cospa"
10634,1137," Good Smile Company"
10634,1131," Kansai Telecasting"
10634,1216," Fujimi Shobo"
10634,823," Dentsu"
10636,613,Cygames
10639,20,TBS
10639,1267," Grooove"
10639,1510," Being"
10641,15,Aniplex
10641,910," Rakuonsha"
10642,70,Imagica
10643,122,"DAX Production"
10643,1192," Dream Creation"
10644,1299," Orange"
10644,21,Lantis
10649,552,"Ultra Super Pictures"
10657,540,"Kamikaze Douga"
10658,191,"Mushi Production"
10659,311,"MS Pictures"
10663,614,"Osaka University of Arts"
10664,428,"Hobby Japan"
10664,982," Studio Mausu"
10665,245,"TOHO animation"
10666,21,Lantis
10666,1279," NBCUniversal Entertainment Japan"
10666,1002," Akita Shoten"
10666,1645," eBooK Initiative Japan"
10666,934," DAX Production"
10669,934," DAX Production"
10669,27,Sotsu
10669,1212," Ultra Super Pictures"
10669,1315," Avex Pictures"
10670,57,"Pink Pineapple"
10673,615,EDGE
10675,15,Aniplex
10678,84,"Half H.P Studio"
10678,976," Nippon Columbia"
10678,879," KlockWorx"
10678,1310," Sony Music Communications"
10678,1300," Toranoana"
10678,1280," 81 Produce"
10678,1386," Kadokawa Media House"
10682,110,Bandai
10685,616,"Imagica West"
10688,520,"Geidai Animation"
10689,520,"Geidai Animation"
10692,245,"TOHO animation"
10693,245,"TOHO animation"
10694,245,"TOHO animation"
10696,33,NHK
10698,397,"Shanghai Animation Film Studio"
10701,164,Nikkatsu
10702,21,Lantis
10702,1206," Glovision"
10705,1300," Toranoana"
10705,1450," AQUAPLUS"
10705,1594," ensky"
10705,848," King Records"
10705,167,KlockWorx
10712,14,"Bandai Visual"
10712,850," Lantis"
10712,1339," Bandai Namco Entertainment"
10712,1502," Anime Consortium Japan"
10716,245,"TOHO animation"
10718,14,"Bandai Visual"
10718,1137," Good Smile Company"
10718,850," Lantis"
10722,551,"Exa International"
10743,71,Shochiku
10743,838," Kodansha"
10743,1212," Ultra Super Pictures"
10743,1315," Avex Pictures"
10745,92,"Square Enix"
10752,310,"Tele-Cartoon Japan"
10771,122,"DAX Production"
10793,33,NHK
10794,132,Ajia-Do
10794,908," NHK"
10796,823," Dentsu"
10796,834," Kadokawa Shoten"
10796,825," Fuji TV"
10796,934," DAX Production"
10796,1028," Kyoraku Industrial Holdings"
10796,1131," Kansai Telecasting"
10796,1521," Lawson"
10796,15,Aniplex
10797,4,"TV Tokyo"
10797,850," Lantis"
10799,891," d-rights"
10799,4,"TV Tokyo"
10800,21,Lantis
10800,960," Half H.P Studio"
10801,824," Nihon Ad Systems"
10801,14,"Bandai Visual"
10802,53,Toho
10804,590,"Avex Pictures"
10804,1301," Q-Tec"
10805,934," DAX Production"
10805,21,Lantis
10806,617,Echoes
10809,362,"Shogakukan Music & Digital Entertainment"
10812,249,Sanrio
10813,249,Sanrio
10815,27,Sotsu
10815,1020," AT-X"
10815,879," KlockWorx"
10815,905," Asmik Ace"
10815,1342," Houbunsha"
10815,1373," BS Fuji"
10815,1277," DIVE II Entertainment"
10815,1267," Grooove"
10815,1315," Avex Pictures"
10815,1304," Contents Seed"
10815,1371," FuRyu"
10816,1306," bilibili"
10816,5,Genco
10816,934," DAX Production"
10818,913," Showgate"
10818,1506," Tokuma Japan Communications"
10818,1584," Daiichi Shokai"
10818,27,Sotsu
10821,21,Lantis
10824,120,Kodansha
10824,1020," AT-X"
10824,934," DAX Production"
10824,879," KlockWorx"
10824,1310," Sony Music Communications"
10824,848," King Records"
10826,14,"Bandai Visual"
10829,430,"Mary Jane"
10830,57,"Pink Pineapple"
10830,952," T-Rex"
10831,245,"TOHO animation"
10832,16,"Mainichi Broadcasting System"
10832,1060," Magic Capsule"
10832,1423," Graphinica"
10832,1279," NBCUniversal Entertainment Japan"
10832,838," Kodansha"
10833,255,Gakken
10835,520,"Geidai Animation"
10838,122,"DAX Production"
10840,264,"CoMix Wave Films"
10842,14,"Bandai Visual"
10842,850," Lantis"
10842,1027," Tokyo MX"
10842,1595," Animatic"
10842,1003," Hakuhodo DY Media Partners"
10842,1515," Techno Sound"
10842,1502," Anime Consortium Japan"
10843,15,Aniplex
10843,1263," Atlus"
10844,1127," Alpha Group Co. Ltd."
10844,366,"Creative Power Entertaining"
10846,33,NHK
10846,1302," Bandai Namco Pictures"
10848,918," Square Enix"
10848,850," Lantis"
10848,1027," Tokyo MX"
10848,1137," Good Smile Company"
10848,1301," Q-Tec"
10848,1509," I Will"
10848,14,"Bandai Visual"
10850,15,Aniplex
10851,7,VAP
10851,1048," Nikkatsu"
10854,1133," Warner Bros. Japan"
10854,136,Hakusensha
10854,879," KlockWorx"
10854,913," Showgate"
10855,910," Rakuonsha"
10855,1315," Avex Pictures"
10855,1584," Daiichi Shokai"
10855,1703," Fujio Production"
10855,823," Dentsu"
10855,4,"TV Tokyo"
10857,44,Broccoli
10857,1275," MAGES."
10857,1327," Hakuhodo DY Music & Pictures"
10857,848," King Records"
10857,915," Movic"
10858,15,Aniplex
10859,488,"Queen Bee"
10860,4,"TV Tokyo"
10860,823," Dentsu"
10860,830," Sotsu"
10860,1082," Bushiroad"
10861,1511," Fujiko F. Fujio Pro"
10861,29,"TV Asahi"
10861,844," Toho"
10864,31,Animax
10866,20,TBS
10866,835," Sega"
10867,62,"Yomiuri Telecasting"
10868,90,"Frontier Works"
10868,834," Kadokawa Shoten"
10868,1020," AT-X"
10868,1310," Sony Music Communications"
10868,1327," Hakuhodo DY Music & Pictures"
10868,1350," Yomiuri TV Enterprise"
10868,1668," Adores"
10868,1789," Heroz"
10868,850," Lantis"
10870,1303," Colored-Pencil Animation Design"
10870,618,"Penta Show Studios"
10872,191,"Mushi Production"
10873,90,"Frontier Works"
10874,8,"Fuji TV"
10876,362,"Shogakukan Music & Digital Entertainment"
10877,4,"TV Tokyo"
10877,870," Media Factory"
10877,834," Kadokawa Shoten"
10877,1020," AT-X"
10877,1060," Magic Capsule"
10877,868," Memory-Tech"
10877,1327," Hakuhodo DY Music & Pictures"
10878,495,"Earth Star Entertainment"
10878,1298," Assez Finaud Fabric"
10879,823," Dentsu"
10879,834," Kadokawa Shoten"
10879,915," Movic"
10879,825," Fuji TV"
10879,1704," Milestone Music Publishing"
10879,1521," Lawson"
10879,1529," Music Ray'n"
10879,15,Aniplex
10880,377,"Sunwoo Entertainment"
10881,27,Sotsu
10881,859," Asatsu DK"
10881,860," Mainichi Broadcasting System"
10896,913," Showgate"
10896,1327," Hakuhodo DY Music & Pictures"
10896,493,"Warner Bros. Japan"
10896,879," KlockWorx"
10897,982," Studio Mausu"
10897,428,"Hobby Japan"
10898,8,"Fuji TV"
10905,520,"Geidai Animation"
10906,580,"Studio PuYUKAI"
10907,14,"Bandai Visual"
10907,1082," Bushiroad"
10907,1137," Good Smile Company"
10907,1381," BS11"
10907,1476," Sony PCL"
10907,850," Lantis"
10908,84,"Half H.P Studio"
10909,406,"Shinano Kikaku"
10910,90,"Frontier Works"
10911,5,Genco
10911,850," Lantis"
10912,151,"Magic Capsule"
10913,57,"Pink Pineapple"
10914,4,"TV Tokyo"
10914,830," Sotsu"
10914,960," Half H.P Studio"
10914,1020," AT-X"
10914,1277," DIVE II Entertainment"
10914,1315," Avex Pictures"
10914,1738," BS Japan"
10915,1443," Shounen Gahousha"
10915,419,"Hoods Entertainment"
10915,1279," NBCUniversal Entertainment Japan"
10916,167,KlockWorx
10917,397,"Shanghai Animation Film Studio"
10918,602,comico
10919,8,"Fuji TV"
10921,30,"Pony Canyon"
10922,420,YTV
10922,864," Shueisha"
10922,1350," Yomiuri TV Enterprise"
10922,934," DAX Production"
10923,838," Kodansha"
10923,73,Dentsu
10923,898," Bandai"
10923,954," YTV"
10923,844," Toho"
10924,831," Pony Canyon"
10924,838," Kodansha"
10924,1006," Pony Canyon Enterprise"
10924,860," Mainichi Broadcasting System"
10924,73,Dentsu
10925,7,VAP
10925,1060," Magic Capsule"
10925,871," Nippon Television Network"
10925,1646," RAB Aomori Broadcasting"
10925,1519," Nippon Television Music"
10925,838," Kodansha"
10929,84,"Half H.P Studio"
10932,311,"MS Pictures"
10932,1088," White Bear"
10933,488,"Queen Bee"
10935,430,"Mary Jane"
10936,27,Sotsu
10936,1020," AT-X"
10936,1156," Barnum Studio"
10936,934," DAX Production"
10936,911," ASCII Media Works"
10936,1279," NBCUniversal Entertainment Japan"
10936,1337," i0+"
10936,1514," Medicos Entertainment"
10936,1664," Radio Osaka"
10937,915," Movic"
10937,1020," AT-X"
10937,1310," Sony Music Communications"
10937,1327," Hakuhodo DY Music & Pictures"
10937,1332," Sammy"
10937,90,"Frontier Works"
10937,834," Kadokawa Shoten"
10938,619,HeART-BIT
10939,420,YTV
10939,1498," Daiichikosho"
10939,864," Shueisha"
10939,1232," Tokuma Japan"
10940,831," Pony Canyon"
10940,27,Sotsu
10942,5,Genco
10942,1020," AT-X"
10942,1346," Exit Tunes"
10942,1525," Duckbill Entertainment"
10942,1608," Shanghai Tiantan Culture & Media"
10942,1660," NADA Holdings"
10942,1599," My Theater D.D."
10942,1359," Crunchyroll SC Anime Fund"
10943,133,"Milky Animation Label"
10945,609,"B.CMAY PICTURES"
10946,493,"Warner Bros. Japan"
10946,1275," MAGES."
10946,1137," Good Smile Company"
10946,864," Shueisha"
10946,1028," Kyoraku Industrial Holdings"
10946,1595," Animatic"
10946,1212," Ultra Super Pictures"
10947,71,Shochiku
10948,33,NHK
10949,620,"Hobi Animation"
10950,122,"DAX Production"
10950,1194," Earth Star Entertainment"
10951,831," Pony Canyon"
10951,21,Lantis
10951,909," Asahi Broadcasting"
10953,15,Aniplex
10955,90,"Frontier Works"
10955,830," Sotsu"
10955,1020," AT-X"
10955,1299," Orange"
10955,1279," NBCUniversal Entertainment Japan"
10955,1027," Tokyo MX"
10955,1337," i0+"
10955,1697," famima.com"
10955,1327," Hakuhodo DY Music & Pictures"
10955,1365," Docomo Anime Store"
10955,1812," TEAM Entertainment Inc."
10955,1375," Chugai Mining"
10955,1514," Medicos Entertainment"
10955,929," Toshiba Digital Frontiers"
10957,1020," AT-X"
10957,934," DAX Production"
10957,905," Asmik Ace"
10957,1310," Sony Music Communications"
10957,1327," Hakuhodo DY Music & Pictures"
10957,1375," Chugai Mining"
10957,1292," Kadokawa"
10957,90,"Frontier Works"
10957,850," Lantis"
10964,915," Movic"
10964,879," KlockWorx"
10964,1278," Bandai Namco Live Creative"
10964,1206," Glovision"
10964,1331," Lawson HMV Entertainment"
10964,1476," Sony PCL"
10964,21,Lantis
10967,27,Sotsu
10967,1082," Bushiroad"
10967,1027," Tokyo MX"
10967,1189," Chrono Gear Creative"
10967,1518," Bushiroad Music"
10967,1705," Epicross"
10970,92,"Square Enix"
10972,621,"Jinnan Studio"
10972,1304," Contents Seed"
10973,597,"Tencent Animation & Comics"
10974,15,Aniplex
10974,905," Asmik Ace"
10974,1423," Graphinica"
10974,1381," BS11"
10974,1304," Contents Seed"
10974,1739," Cromea"
10974,1609," Akatsuki"
10974,960," Half H.P Studio"
10985,622,Oddjob
10986,57,"Pink Pineapple"
10987,495,"Earth Star Entertainment"
10987,1305," F.M.F"
10988,25,"Starchild Records"
10990,623,TUBA
10991,221,"Asmik Ace"
10991,1268," Cygames"
10991,1512," Happinet"
10993,344,"Kadokawa Pictures Japan"
10993,1212," Ultra Super Pictures"
10998,15,Aniplex
10999,332,"Studio Mausu"
11000,37,"Media Factory"
11001,25,"Starchild Records"
11001,1060," Magic Capsule"
11005,934," DAX Production"
11005,1342," Houbunsha"
11005,1149," TOHO animation"
11005,1128," RAY"
11005,175,AT-X
11006,495,"Earth Star Entertainment"
11007,180,"Sony Music Entertainment"
11011,16,"Mainichi Broadcasting System"
11011,838," Kodansha"
11011,879," KlockWorx"
11011,1310," Sony Music Communications"
11011,1149," TOHO animation"
11011,848," King Records"
11019,838," Kodansha"
11019,905," Asmik Ace"
11019,840," Sony Music Entertainment"
11019,1260," TMS Music"
11019,624,"Telecom Animation Film"
11019,860," Mainichi Broadcasting System"
11022,15,Aniplex
11026,122,"DAX Production"
11026,1194," Earth Star Entertainment"
11027,908," NHK"
11027,888," Shogakukan"
11027,56,"Shogakukan-Shueisha Productions"
11029,146,"Beyond C."
11030,5,Genco
11030,1306," bilibili"
11032,937," Tohokushinsha Film Corporation"
11032,15,Aniplex
11032,1268," Cygames"
11033,1078," Capcom"
11033,1087," Trinity Sound"
11033,1016," Yomiuri Telecasting"
11033,15,Aniplex
11034,73,Dentsu
11034,1078," Capcom"
11034,1558," Fuji Creative"
11034,825," Fuji TV"
11035,1027," Tokyo MX"
11035,73,Dentsu
11035,1513," SEDIC International"
11035,1596," Sankyo Planning"
11035,1634," Tokyu Recreation"
11035,1037," Amuse"
11035,1338," TriF Studio"
11037,934," DAX Production"
11037,1491," BS-TBS"
11037,888," Shogakukan"
11037,1521," Lawson"
11037,1128," RAY"
11037,1750," U-NEXT"
11037,919," Nichion"
11037,833," TBS"
11037,30,"Pony Canyon"
11038,5,Genco
11038,879," KlockWorx"
11038,913," Showgate"
11038,1095," Bandai Namco Games"
11038,1133," Warner Bros. Japan"
11039,625,KOO-KI
11040,625,KOO-KI
11041,33,NHK
11042,583,"Virgin Babylon Records"
11043,625,KOO-KI
11044,625,KOO-KI
11045,625,KOO-KI
11046,15,Aniplex
11046,1263," Atlus"
11047,823," Dentsu"
11047,15,Aniplex
11047,908," NHK"
11047,837," Hakusensha"
11047,905," Asmik Ace"
11047,1241," Toy's Factory"
11049,550,"ZIZ Entertainment (ZIZ)"
11050,14,"Bandai Visual"
11052,21,Lantis
11052,831," Pony Canyon"
11052,910," Rakuonsha"
11053,7,VAP
11053,1307," Pie in the sky"
11054,495,"Earth Star Entertainment"
11056,205,"Vega Entertainment"
11056,907," Kids Station"
11056,960," Half H.P Studio"
11056,1027," Tokyo MX"
11056,859," Asatsu DK"
11058,623,TUBA
11059,623,TUBA
11060,592,"Bandai Namco Entertainment"
11061,227,Atlus
11063,22,"Kadokawa Shoten"
11063,934," DAX Production"
11063,976," Nippon Columbia"
11064,122,"DAX Production"
11073,32,"Nihon Ad Systems"
11074,255,Gakken
11075,8,"Fuji TV"
11078,612,"Alpha Group Co. Ltd."
11079,79,"Nippon Television Network"
11079,1297," Kate Arrow"
11083,834," Kadokawa Shoten"
11083,1020," AT-X"
11083,934," DAX Production"
11083,879," KlockWorx"
11083,1027," Tokyo MX"
11083,1386," Kadokawa Media House"
11083,1767," Plus One"
11083,21,Lantis
11085,151,"Magic Capsule"
11087,15,Aniplex
11087,860," Mainichi Broadcasting System"
11087,915," Movic"
11087,946," Visual Art's"
11087,1060," Magic Capsule"
11087,911," ASCII Media Works"
11087,1082," Bushiroad"
11087,1027," Tokyo MX"
11087,1381," BS11"
11087,1521," Lawson"
11088,838," Kodansha"
11088,915," Movic"
11088,15,Aniplex
11088,823," Dentsu"
11090,838," Kodansha"
11090,25,"Starchild Records"
11092,15,Aniplex
11092,915," Movic"
11092,1119," flying DOG"
11092,1339," Bandai Namco Entertainment"
11092,909," Asahi Broadcasting"
11092,874," Animax"
11094,626,Chippai
11095,15,Aniplex
11095,860," Mainichi Broadcasting System"
11095,888," Shogakukan"
11096,450,"Calf Studio"
11097,33,NHK
11097,1308," Sound Team Don Juan"
11098,1309," Yamato Works"
11098,80,Rakuonsha
11099,4,"TV Tokyo"
11101,20,TBS
11103,15,Aniplex
11103,838," Kodansha"
11104,838," Kodansha"
11104,15,Aniplex
11105,183,"Yamamura Animation"
